code,description,symptoms,causes
P0402,Exhaust Gas Recirculation Flow Excessive Detected,"Bad EGR solenoid, Excessive resistance in control circuit (PCM controlled ground) due to an
open, chafing or damage to the harness, Poor connection at the EGR solenoid harness (worn or loose pins), Water intrusion at the EGR solenoid harness, Blockage in EGR control solenoid holding solenoid open or closed causing
excessive resistance, Loss of supply voltage to EGR solenoid, Bad PCM","Bad EGR solenoid, Excessive resistance in control circuit (PCM controlled ground) due to an
open, chafing or damage to the harness, Poor connection at the EGR solenoid harness (worn or loose pins), Water intrusion at the EGR solenoid harness, Blockage in EGR control solenoid holding solenoid open or closed causing
excessive resistance, Loss of supply voltage to EGR solenoid, Bad PCM"
P0403,Exhaust Gas Recirculation Circuit Malfunction,"Open or short in the 5 Volt reference circuit, Open or short in the ground circuit, Open or short in the PCM controlled voltage circuit, Bad PCM (less likely)","Open or short in the 5 Volt reference circuit, Open or short in the ground circuit, Open or short in the PCM controlled voltage circuit, Bad PCM (less likely)"
P0404,Exhaust Gas Recirculation Circuit Range/Performance,MIL (Malfunction Indicator Lamp) illumination,"Short to ground in EGR signal or Reference circuits, Short to voltage in EGR ground or signal circuits, Bad EGR valve, Bad PCM wiring issues due to chafing or loose terminals"
P0405,Exhaust Gas Recirculation Sensor A Circuit Low,"Increase in combustion temperatures (and NOx emissions), MIL (Malfunction indicator lamp) illumination, Possible surging while driving, Possible intermittent stall","EGR sensor signal circuit shorted to B+ (battery voltage), EGR sensor signal circuit shorted to the 5 volt reference circuit to EGR, EGR sensor ground circuit open, EGR sensor signal circuit open, Bad EGR (internal failure on EGR sensor or solenoid), Debris caught in valve and holding it open or closed"
P0406,Exhaust Gas Recirculation Sensor A Circuit High,MIL (Malfunction Indicator Lamp) illumination,"Short to ground in EGR signal or Reference circuits, Short to voltage in EGR ground or signal circuits, Bad EGR valve, Bad PCM wiring issues due to chafing or loose terminals"
P0407,Exhaust Gas Recirculation Sensor B Circuit Low,"Increase in combustion temperatures (and NOx emissions), MIL (Malfunction indicator lamp) illumination, Possible surging while driving, Possible intermittent stall","EGR sensor signal circuit shorted to B+ (battery voltage), EGR sensor signal circuit shorted to the 5 volt reference circuit to EGR, EGR sensor ground circuit open, EGR sensor signal circuit open, Bad EGR (internal failure on EGR sensor or solenoid), Debris caught in valve and holding it open or closed"
P0408,Exhaust Gas Recirculation Sensor B Circuit High,"MIL illumination obviously, Hesitation on acceleration, Noise from a bad/stuck AIR pump","Water may have collected in the AIR pump or the vent solenoid and frozen
or corroded the pump, Blown AIR pump fuse due to freezing up"
P0410,Secondary Air Injection System Malfunction,"MIL (Malfunction Indicator Lamp) illumination, Backfiring in the exhaust under hard acceleration, Engine running rich (This is counter-intuitive. See explanation below), Squealing belt","Damaged or missing check valve, AIR pump intake port plugged/damaged, AIR pump clutch malfunction, Holes or damage to exhaust components"
P0411,Secondary Air Injection System Incorrect Flow Detected,"MIL (Malfunction indicator lamp) illumination, Increase in tailpipe emissions, Engine running rich","Short to ground on control circuit, Short to voltage on control circuit, Control circuit open due to damage, etc., Open or short on battery feed circuit to solenoid, Open or short on battery feed to relay control circuit"
P0412,Secondary Air Injection System Switching Valve A Circuit Malfunction,"There are likely to be no symptoms associated with this code, A hissing or chugging noise from the SAI pipes or pump is possible, Loud whining from SAI pump","Burnt or broken wiring and/or connectors in the SAI system, Frozen SAI pump (in geographic areas of extreme cold climate), Defective SAI pump, Faulty SAI pump relay, Bad SAI pressure sensor"
P0413,Secondary Air Injection System Switching Valve A Circuit Open,"Constant SAI pump activation (short to voltage), No SAI pump activation (short to ground with a blown fuse), Loud whining from SAI pump","Shorted wiring, components, and/or connectors in the SAI system, Shorted SAI pump"
P0414,Secondary Air Injection System Switching Valve A Circuit Shorted,"MIL (Malfunction indicator lamp) illumination, Increase in tailpipe emissions, Engine running rich","Short to ground on B control circuit, Short to voltage on B control circuit, Control circuit open due to damage, etc., Open or short on battery feed circuit to solenoid, Open or short on battery feed to relay control circuit"
P0415,Secondary Air Injection System Switching Valve B Circuit Malfunction,"There are likely to be no symptoms associated with this code, A hissing or chugging noise from the SAI pipes or pump is possible, Loud whining from SAI pump","Burnt or broken wiring and/or connectors in the SAI system, Frozen SAI pump (in geographic areas of extreme cold climate), Defective SAI pump, Faulty SAI pump relay, Bad SAI pressure sensor"
P0416,Secondary Air Injection System Switching Valve B Circuit Open,"Constant SAI pump activation (short to voltage), No SAI pump activation (short to ground with a blown fuse), Loud whining from SAI pump","Shorted wiring, components, and/or connectors in the SAI system, Shorted SAI pump"
P0417,Secondary Air Injection System Switching Valve B Circuit Shorted,"Frequently, there are no symptoms exhibited with a stored code P0418, No SAI pump activation","Defective SAI pump relay, Shorted wiring, components, and/or connectors in the SAI system, Defective SAI pump, Blown SAI system fuses"
P0418,"Secondary Air Injection System Relay ""A"" Circuit Malfunction","Frequently, there are no symptoms exhibited with a stored code P0419, No SAI pump activation","Defective SAI pump relay, Shorted wiring, components, and/or connectors in the SAI system, Defective SAI pump, Blown SAI system fuses"
P0419,"Secondary Air Injection System Relay ""B"" Circuit Malfunction","Leaded fuel was used where unleaded was called for (unlikely), A damaged or failed oxygen / O2 sensor, Downstream oxygen sensor (HO2S) wiring damaged or connected improperly, The engine coolant temperature sensor is not working properly, Damaged or leaking exhaust manifold / catalytic converter / muffler / exhaust pipe, Failed or underperforming catalytic converter (likely), Retarded spark timing, The oxygen sensors in front and behind the converter are reporting too similar
of readings, Leaking fuel injector or high fuel pressure, Cylinder misfire, Oil contamination","Leaded fuel was used where unleaded was called for (unlikely), A damaged or failed oxygen / O2 sensor, Downstream oxygen sensor (HO2S) wiring damaged or connected improperly, The engine coolant temperature sensor is not working properly, Damaged or leaking exhaust manifold / catalytic converter / muffler / exhaust pipe, Failed or underperforming catalytic converter (likely), Retarded spark timing, The oxygen sensors in front and behind the converter are reporting too similar
of readings, Leaking fuel injector or high fuel pressure, Cylinder misfire, Oil contamination"
P0420,Catalyst System Efficiency Below Threshold (Bank 1),"The catalytic converter is no longer functioning properly, An oxygen sensor is not reading (functioning) properly, A sparkplug is fouled up","The catalytic converter is no longer functioning properly, An oxygen sensor is not reading (functioning) properly, A sparkplug is fouled up"
P0421,Warm Up Catalyst Efficiency Below Threshold (Bank 1),"Increased tailpipe emissions, MIL (Malfunction Indicator Lamp) illumination","Bad or non-functional catalyst, Engine operating out of optimal air:fuel ratio"
P0422,Main Catalyst Efficiency Below Threshold (Bank 1),"Decreased fuel efficiency, A lack of general engine performance, Other related diagnostic trouble codes, MIL (malfunction indicator lamp) illumination","Bad catalytic converter, Ignition misfire/s, A faulty mass air flow or manifold air pressure sensor, Defective O2 sensor/s, Burnt, broken, or disconnected wiring and/or connectors, Pre-cat engine exhaust leak"
P0423,Heated Catalyst Efficiency Below Threshold (Bank 1),"Decreased fuel efficiency, A lack of general engine performance, Excessive black smoke from exhaust, Other related diagnostic trouble codes, MIL (malfunction indicator lamp) illumination","Malfunctioning diesel exhaust fluid injection system, Inadequate diesel exhaust fluid, Defective exhaust temperature sensor/s, Burnt, broken, or disconnected wiring and/or connectors"
P0424,Heated Catalyst Temperature Below Threshold (Bank 1),"Illuminated check engine light, Poor engine performance, Decreased fuel economy, Increased emissions","Faulty oxygen sensor, Wiring problems, Exhaust air/fuel mixture out of balance, Faulty PCM/PCM programming"
P0426,Catalyst Temperature Sensor Range/Performance (Bank 1),"Illuminated check engine light, Poor engine performance, Decreased fuel economy, Increased emissions","Faulty oxygen sensor, Wiring problems, Exhaust air/fuel mixture out of balance, Faulty PCM/PCM programming"
P0427,Catalyst Temperature Sensor Low Input (Bank 1),"Illuminated check engine light, Poor engine performance, Decreased fuel economy, Increased emissions","Faulty oxygen sensor, Wiring problems, Exhaust air/fuel mixture out of balance, Faulty PCM/PCM programming"
P0428,Catalyst Temperature Sensor High Input (Bank 1),"The catalytic converter is no longer functioning properly, An oxygen sensor is not reading (functioning) properly, There is an exhaust leak","The catalytic converter is no longer functioning properly, An oxygen sensor is not reading (functioning) properly, There is an exhaust leak"
P0430,Catalyst System Efficiency Below Threshold (Bank 2),"The catalytic converter is no longer functioning properly, An oxygen sensor is not reading (functioning) properly, There is an exhaust leak","The catalytic converter is no longer functioning properly, An oxygen sensor is not reading (functioning) properly, There is an exhaust leak"
P0431,Warm Up Catalyst Efficiency Below Threshold (Bank 2),"Increased tailpipe emissions, MIL (Malfunction Indicator Lamp) illumination","Bad or non-functional catalyst, Engine operating out of optimal air:fuel ratio"
